dataset,seed,split,method,channel,mse
electricity,41001,E,EXPANDING_DAILY,13,0.23381670800490797
electricity,41001,E,EXPANDING_DAILY,14,0.21110820479317105
electricity,41001,E,EXPANDING_DAILY,15,0.3535961617147218
electricity,41001,E,EXPANDING_DAILY,16,0.2805576471610698
electricity,41001,E,EXPANDING_DAILY,17,0.46498054425517393
electricity,41001,E,EXPANDING_DAILY,18,0.18958966876018
electricity,41001,E,EXPANDING_DAILY,19,0.7463527259941
electricity,41001,E,EXPANDING_DAILY,20,0.4057012194025172
electricity,41001,E,EXPANDING_DAILY,21,0.22206094546697858
electricity,41001,E,EXPANDING_DAILY,22,0.20977687989664612
electricity,41001,E,EXPANDING_DAILY,23,0.21653153576290302
electricity,41001,E,EXPANDING_DAILY,24,0.26669903157354213
electricity,41001,E,EXPANDING_DAILY,25,0.8730026419872569
electricity,41001,E,EXPANDING_DAILY,26,0.19873051262144048
electricity,41001,E,EXPANDING_DAILY,27,0.36630500947929195
electricity,41001,E,EXPANDING_DAILY,28,0.3982421383241061
electricity,41001,E,EXPANDING_DAILY,29,0.8738753089245522
electricity,41001,E,EXPANDING_DAILY,30,0.3977868886960492
electricity,41001,E,EXPANDING_DAILY,31,0.38196521713973686
electricity,41001,E,LAST_BIAS,0,0.472639525859959
electricity,41001,E,LAST_BIAS,1,0.31456039678009756
electricity,41001,E,LAST_BIAS,2,0.0006020319075294794
electricity,41001,E,LAST_BIAS,3,0.3842977212458917
electricity,41001,E,LAST_BIAS,4,0.49724746482195725
electricity,41001,E,LAST_BIAS,5,0.3203352550306325
electricity,41001,E,LAST_BIAS,6,1.2618493356731935
electricity,41001,E,LAST_BIAS,7,0.45447319944841436
electricity,41001,E,LAST_BIAS,8,0.4185467259532826
electricity,41001,E,LAST_BIAS,9,1.1105409537837783
electricity,41001,E,LAST_BIAS,10,0.3193367923011034
electricity,41001,E,LAST_BIAS,11,1.8222468398555043
electricity,41001,E,LAST_BIAS,12,0.42245335382762034
electricity,41001,E,LAST_BIAS,13,0.41852244715415204
electricity,41001,E,LAST_BIAS,14,0.31253137647447127
electricity,41001,E,LAST_BIAS,15,0.6032760673735396
electricity,41001,E,LAST_BIAS,16,0.4196609881300765
electricity,41001,E,LAST_BIAS,17,0.6170021348410588
electricity,41001,E,LAST_BIAS,18,0.2641300327698289
electricity,41001,E,LAST_BIAS,19,1.243002505173977
electricity,41001,E,LAST_BIAS,20,0.9389354015655021
electricity,41001,E,LAST_BIAS,21,0.44034976560149525
electricity,41001,E,LAST_BIAS,22,0.3751458698266197
electricity,41001,E,LAST_BIAS,23,0.41538278126735834
electricity,41001,E,LAST_BIAS,24,0.48846215742585497
electricity,41001,E,LAST_BIAS,25,1.6758472261152042
electricity,41001,E,LAST_BIAS,26,0.3756538926424425
electricity,41001,E,LAST_BIAS,27,0.7094783920914056
electricity,41001,E,LAST_BIAS,28,0.6388483081788257
electricity,41001,E,LAST_BIAS,29,1.4707510104036183
electricity,41001,E,LAST_BIAS,30,0.8025409796647031
electricity,41001,E,LAST_BIAS,31,0.6165348016488255
traffic,41001,V,UNCHANGED,0,0.44195369248655747
traffic,41001,V,UNCHANGED,1,0.7090518576602137
traffic,41001,V,UNCHANGED,2,0.958078523031189
traffic,41001,V,UNCHANGED,3,0.7467883584676248
traffic,41001,V,UNCHANGED,4,0.6860784014407115
traffic,41001,V,UNCHANGED,5,1.515603089591501
traffic,41001,V,UNCHANGED,6,1.4165401616615751
traffic,41001,V,UNCHANGED,7,0.9762224578889546
traffic,41001,V,UNCHANGED,8,0.9562744309783235
traffic,41001,V,UNCHANGED,9,0.9536784280869192
traffic,41001,V,UNCHANGED,10,0.9604662117944402
traffic,41001,V,UNCHANGED,11,0.32813043643043494
traffic,41001,V,UNCHANGED,12,0.8238072928285071
traffic,41001,V,UNCHANGED,13,1.2019673547048606
traffic,41001,V,UNCHANGED,14,1.3223400062691155
traffic,41001,V,UNCHANGED,15,1.036601156632879
traffic,41001,V,UNCHANGED,16,0.9455563420317282
traffic,41001,V,UNCHANGED,17,0.44549717647958365
traffic,41001,V,UNCHANGED,18,1.1698863343287176
traffic,41001,V,UNCHANGED,19,1.0079315974020422
traffic,41001,V,UNCHANGED,20,0.7763917589213318
traffic,41001,V,UNCHANGED,21,1.0849500757858472
traffic,41001,V,UNCHANGED,22,1.1599850627503552
traffic,41001,V,UNCHANGED,23,0.9793003306766459
traffic,41001,V,UNCHANGED,24,1.5037874328381056
traffic,41001,V,UNCHANGED,25,0.9627753208198863
traffic,41001,V,UNCHANGED,26,0.6302099602594906
traffic,41001,V,UNCHANGED,27,0.6232721852807713
traffic,41001,V,UNCHANGED,28,0.6084859657154027
traffic,41001,V,UNCHANGED,29,2.5027695729401547
traffic,41001,V,UNCHANGED,30,1.385576488136671
traffic,41001,V,UNCHANGED,31,0.5560174197784628
traffic,41001,V,EXPANDING_BIAS,0,0.46953530962178164
traffic,41001,V,EXPANDING_BIAS,1,0.7314785392259636
traffic,41001,V,EXPANDING_BIAS,2,0.971517570783696
traffic,41001,V,EXPANDING_BIAS,3,0.7809299818609433
traffic,41001,V,EXPANDING_BIAS,4,0.7213875230908029
traffic,41001,V,EXPANDING_BIAS,5,1.5254254349821732
traffic,41001,V,EXPANDING_BIAS,6,1.4326185579954864
traffic,41001,V,EXPANDING_BIAS,7,0.9849462097473543
traffic,41001,V,EXPANDING_BIAS,8,0.9675780616702997
traffic,41001,V,EXPANDING_BIAS,9,1.0065905957115877
traffic,41001,V,EXPANDING_BIAS,10,0.9790336684077204
traffic,41001,V,EXPANDING_BIAS,11,0.34655562688134567
traffic,41001,V,EXPANDING_BIAS,12,0.8675205716330628
traffic,41001,V,EXPANDING_BIAS,13,1.2268662476496284
traffic,41001,V,EXPANDING_BIAS,14,1.339448016922906
traffic,41001,V,EXPANDING_BIAS,15,1.0534597853815617
traffic,41001,V,EXPANDING_BIAS,16,0.9423514431493163
traffic,41001,V,EXPANDING_BIAS,17,0.4521454639559045
traffic,41001,V,EXPANDING_BIAS,18,1.179127361219207
traffic,41001,V,EXPANDING_BIAS,19,1.0592801575539081
traffic,41001,V,EXPANDING_BIAS,20,0.7774329297844771
traffic,41001,V,EXPANDING_BIAS,21,1.1252907718089977
traffic,41001,V,EXPANDING_BIAS,22,1.1693073818227206
traffic,41001,V,EXPANDING_BIAS,23,0.9905010941285989
traffic,41001,V,EXPANDING_BIAS,24,1.528150637013361
traffic,41001,V,EXPANDING_BIAS,25,1.0190615366161557
traffic,41001,V,EXPANDING_BIAS,26,0.6538241057015044
traffic,41001,V,EXPANDING_BIAS,27,0.6358603551391326
traffic,41001,V,EXPANDING_BIAS,28,0.6170759010100866
traffic,41001,V,EXPANDING_BIAS,29,2.542582558672283
traffic,41001,V,EXPANDING_BIAS,30,1.3936873351755308
traffic,41001,V,EXPANDING_BIAS,31,0.584125687938356
traffic,41001,V,EXPANDING_DAILY,0,0.433358306491349
traffic,41001,V,EXPANDING_DAILY,1,0.6477085005842927
traffic,41001,V,EXPANDING_DAILY,2,0.5520794317245454
traffic,41001,V,EXPANDING_DAILY,3,0.44020324861920845
traffic,41001,V,EXPANDING_DAILY,4,0.6517726904985558
traffic,41001,V,EXPANDING_DAILY,5,0.5215589882803251
traffic,41001,V,EXPANDING_DAILY,6,0.5428135141136173
traffic,41001,V,EXPANDING_DAILY,7,0.27005116373126137
traffic,41001,V,EXPANDING_DAILY,8,0.26217783131825345
traffic,41001,V,EXPANDING_DAILY,9,0.7142780131605121
traffic,41001,V,EXPANDING_DAILY,10,0.7019711869000943
traffic,41001,V,EXPANDING_DAILY,11,0.2615171060554846
traffic,41001,V,EXPANDING_DAILY,12,0.5943153667225108
traffic,41001,V,EXPANDING_DAILY,13,0.4225298817016793
traffic,41001,V,EXPANDING_DAILY,14,0.5608732467612333
traffic,41001,V,EXPANDING_DAILY,15,0.5779173287134453
traffic,41001,V,EXPANDING_DAILY,16,0.6214489021219222
traffic,41001,V,EXPANDING_DAILY,17,0.299082450516364
traffic,41001,V,EXPANDING_DAILY,18,0.34824689368600875
traffic,41001,V,EXPANDING_DAILY,19,0.9897982881357431
traffic,41001,V,EXPANDING_DAILY,20,0.26344262867139073
traffic,41001,V,EXPANDING_DAILY,21,0.5989338644426901
traffic,41001,V,EXPANDING_DAILY,22,0.37110105756459943
traffic,41001,V,EXPANDING_DAILY,23,0.6088497655287335
traffic,41001,V,EXPANDING_DAILY,24,0.6612174973395307
traffic,41001,V,EXPANDING_DAILY,25,0.747844562727077
traffic,41001,V,EXPANDING_DAILY,26,0.4679215982414889
traffic,41001,V,EXPANDING_DAILY,27,0.5770581417560613
traffic,41001,V,EXPANDING_DAILY,28,0.2949337171688682
traffic,41001,V,EXPANDING_DAILY,29,1.0662328637597842
traffic,41001,V,EXPANDING_DAILY,30,0.4559736095557192
traffic,41001,V,EXPANDING_DAILY,31,0.5200964657757309
traffic,41001,V,LAST_BIAS,0,0.5183078929592198
traffic,41001,V,LAST_BIAS,1,0.8542499842004404
traffic,41001,V,LAST_BIAS,2,1.1017073377404456
traffic,41001,V,LAST_BIAS,3,0.895110769760482
traffic,41001,V,LAST_BIAS,4,0.8152438535190956
traffic,41001,V,LAST_BIAS,5,1.706771211426018
traffic,41001,V,LAST_BIAS,6,1.6331855844582548
traffic,41001,V,LAST_BIAS,7,1.0662345325363416
traffic,41001,V,LAST_BIAS,8,1.087858263673584
traffic,41001,V,LAST_BIAS,9,1.265978400079641
traffic,41001,V,LAST_BIAS,10,1.122266830478225
traffic,41001,V,LAST_BIAS,11,0.38908494899919693
traffic,41001,V,LAST_BIAS,12,1.0471800586680895
traffic,41001,V,LAST_BIAS,13,1.3998223460086057
traffic,41001,V,LAST_BIAS,14,1.5268790100590057
traffic,41001,V,LAST_BIAS,15,1.1621379701698866
traffic,41001,V,LAST_BIAS,16,0.9684949912401924
traffic,41001,V,LAST_BIAS,17,0.5017422361740641
traffic,41001,V,LAST_BIAS,18,1.2856875859231707
traffic,41001,V,LAST_BIAS,19,1.1896696965145486
traffic,41001,V,LAST_BIAS,20,0.8416467591570536
traffic,41001,V,LAST_BIAS,21,1.2690137979305607
traffic,41001,V,LAST_BIAS,22,1.3094654422840426
traffic,41001,V,LAST_BIAS,23,1.0841704047241012
traffic,41001,V,LAST_BIAS,24,1.7795296355329058
traffic,41001,V,LAST_BIAS,25,1.1771294648349888
traffic,41001,V,LAST_BIAS,26,0.7341923964762798
traffic,41001,V,LAST_BIAS,27,0.7161968031371471
traffic,41001,V,LAST_BIAS,28,0.6980292884890166
traffic,41001,V,LAST_BIAS,29,2.8498972134167615
traffic,41001,V,LAST_BIAS,30,1.531319537242639
traffic,41001,V,LAST_BIAS,31,0.6483931264923639
traffic,41001,E,UNCHANGED,0,1.6020068577881996
traffic,41001,E,UNCHANGED,1,0.9656266898595253
traffic,41001,E,UNCHANGED,2,0.768110426869517
traffic,41001,E,UNCHANGED,3,2.062660264319466
traffic,41001,E,UNCHANGED,4,1.0808412969025742
traffic,41001,E,UNCHANGED,5,1.499530939005383
traffic,41001,E,UNCHANGED,6,1.289422027291164
traffic,41001,E,UNCHANGED,7,1.0344675149626634
traffic,41001,E,UNCHANGED,8,1.9283864493922718
traffic,41001,E,UNCHANGED,9,1.0008270611264252
traffic,41001,E,UNCHANGED,10,1.2002211856755054
traffic,41001,E,UNCHANGED,11,0.7125351765750457
traffic,41001,E,UNCHANGED,12,2.7294301191626213
traffic,41001,E,UNCHANGED,13,1.2398554768946137
traffic,41001,E,UNCHANGED,14,1.1634736216386479
traffic,41001,E,UNCHANGED,15,1.7255413370287795
traffic,41001,E,UNCHANGED,16,0.9285733314014779
traffic,41001,E,UNCHANGED,17,0.447365911969914
traffic,41001,E,UNCHANGED,18,1.0480615750688815
traffic,41001,E,UNCHANGED,19,1.53633967620293
traffic,41001,E,UNCHANGED,20,0.7699017762108828
traffic,41001,E,UNCHANGED,21,2.048757952992489
traffic,41001,E,UNCHANGED,22,1.091658487962307
traffic,41001,E,UNCHANGED,23,0.7585623708456497
traffic,41001,E,UNCHANGED,24,0.9540861742654312
traffic,41001,E,UNCHANGED,25,1.2684684647470472
traffic,41001,E,UNCHANGED,26,0.9719093742032258
traffic,41001,E,UNCHANGED,27,0.2004785969422145
traffic,41001,E,UNCHANGED,28,1.1281252772383057
traffic,41001,E,UNCHANGED,29,2.85289330198127
traffic,41001,E,UNCHANGED,30,1.2566986529621031
traffic,41001,E,UNCHANGED,31,0.750071871980169
traffic,41001,E,EXPANDING_BIAS,0,1.582109659546978
traffic,41001,E,EXPANDING_BIAS,1,0.9435337467418279
traffic,41001,E,EXPANDING_BIAS,2,0.7399692787313056
traffic,41001,E,EXPANDING_BIAS,3,1.9664051489552055
traffic,41001,E,EXPANDING_BIAS,4,1.0654499851782941
traffic,41001,E,EXPANDING_BIAS,5,1.486088355721514
traffic,41001,E,EXPANDING_BIAS,6,1.271218894816731
traffic,41001,E,EXPANDING_BIAS,7,1.0146491632915249
traffic,41001,E,EXPANDING_BIAS,8,1.8991050705436512
traffic,41001,E,EXPANDING_BIAS,9,0.9741301573444601
traffic,41001,E,EXPANDING_BIAS,10,1.1729365527548212
traffic,41001,E,EXPANDING_BIAS,11,0.6879207011414218
traffic,41001,E,EXPANDING_BIAS,12,2.6442627684485167
traffic,41001,E,EXPANDING_BIAS,13,1.2229702976198173
traffic,41001,E,EXPANDING_BIAS,14,1.1096122213677002
traffic,41001,E,EXPANDING_BIAS,15,1.6679925850819426
traffic,41001,E,EXPANDING_BIAS,16,0.860916734530415
traffic,41001,E,EXPANDING_BIAS,17,0.44289260792370444
traffic,41001,E,EXPANDING_BIAS,18,1.011126058537286
traffic,41001,E,EXPANDING_BIAS,19,1.5195421658892896
traffic,41001,E,EXPANDING_BIAS,20,0.709155284977162
traffic,41001,E,EXPANDING_BIAS,21,1.988748917613729
traffic,41001,E,EXPANDING_BIAS,22,1.0623056594486915
traffic,41001,E,EXPANDING_BIAS,23,0.723791264692752
traffic,41001,E,EXPANDING_BIAS,24,0.9432258474758126
traffic,41001,E,EXPANDING_BIAS,25,1.2313297544263233
traffic,41001,E,EXPANDING_BIAS,26,0.9134685788495192
traffic,41001,E,EXPANDING_BIAS,27,0.19084980604424556
traffic,41001,E,EXPANDING_BIAS,28,1.065166665980743
traffic,41001,E,EXPANDING_BIAS,29,2.783006634064481
traffic,41001,E,EXPANDING_BIAS,30,1.2375262690092836
traffic,41001,E,EXPANDING_BIAS,31,0.7370204025956845
traffic,41001,E,EXPANDING_DAILY,0,1.1090684003730338
traffic,41001,E,EXPANDING_DAILY,1,0.6577344116008179
traffic,41001,E,EXPANDING_DAILY,2,0.6106034771421733
traffic,41001,E,EXPANDING_DAILY,3,1.2673062330873024
traffic,41001,E,EXPANDING_DAILY,4,0.6900982140089967
traffic,41001,E,EXPANDING_DAILY,5,0.7888571123768777
traffic,41001,E,EXPANDING_DAILY,6,0.66046292149517
traffic,41001,E,EXPANDING_DAILY,7,0.413362111216888
traffic,41001,E,EXPANDING_DAILY,8,0.8830152035683919
traffic,41001,E,EXPANDING_DAILY,9,0.6827782736397207
traffic,41001,E,EXPANDING_DAILY,10,0.7039051931159305
traffic,41001,E,EXPANDING_DAILY,11,0.4541645987613488
traffic,41001,E,EXPANDING_DAILY,12,1.8016254714122184
traffic,41001,E,EXPANDING_DAILY,13,0.6180266430543971
traffic,41001,E,EXPANDING_DAILY,14,0.6633075480787293
traffic,41001,E,EXPANDING_DAILY,15,0.945261272787294
traffic,41001,E,EXPANDING_DAILY,16,0.6063540924674158
traffic,41001,E,EXPANDING_DAILY,17,0.30991932829895474
traffic,41001,E,EXPANDING_DAILY,18,0.4133029325183801
traffic,41001,E,EXPANDING_DAILY,19,0.9404046611893456
traffic,41001,E,EXPANDING_DAILY,20,0.35312369459985715
traffic,41001,E,EXPANDING_DAILY,21,1.2212840789743526
traffic,41001,E,EXPANDING_DAILY,22,0.5332548949574389
traffic,41001,E,EXPANDING_DAILY,23,0.5974812538962164
traffic,41001,E,EXPANDING_DAILY,24,0.5493272576003512
traffic,41001,E,EXPANDING_DAILY,25,0.8521023046809417
traffic,41001,E,EXPANDING_DAILY,26,0.5578028411528696
traffic,41001,E,EXPANDING_DAILY,27,0.1517748954800325
traffic,41001,E,EXPANDING_DAILY,28,0.7005009787467602
traffic,41001,E,EXPANDING_DAILY,29,1.5987628047264124
traffic,41001,E,EXPANDING_DAILY,30,0.6133520592062133
traffic,41001,E,EXPANDING_DAILY,31,0.4951928247369338
traffic,41001,E,LAST_BIAS,0,1.8003654824269633
traffic,41001,E,LAST_BIAS,1,1.097405308758946
traffic,41001,E,LAST_BIAS,2,0.8135842868698733
traffic,41001,E,LAST_BIAS,3,2.3994948111681853
traffic,41001,E,LAST_BIAS,4,1.226174204557308
traffic,41001,E,LAST_BIAS,5,1.7134330943197882
traffic,41001,E,LAST_BIAS,6,1.4976419980273141
traffic,41001,E,LAST_BIAS,7,1.0942032058969113
traffic,41001,E,LAST_BIAS,8,2.0681869226823966
traffic,41001,E,LAST_BIAS,9,1.1064066039959957
traffic,41001,E,LAST_BIAS,10,1.2723830753139227
traffic,41001,E,LAST_BIAS,11,0.7798608637896549
traffic,41001,E,LAST_BIAS,12,3.2890203430509755
traffic,41001,E,LAST_BIAS,13,1.3956437385236757
traffic,41001,E,LAST_BIAS,14,1.3196484267933826
traffic,41001,E,LAST_BIAS,15,1.7968720789603208
traffic,41001,E,LAST_BIAS,16,0.8938342873389834
traffic,41001,E,LAST_BIAS,17,0.5089863322324986
traffic,41001,E,LAST_BIAS,18,1.1006188306101812
traffic,41001,E,LAST_BIAS,19,1.7223502561420023
traffic,41001,E,LAST_BIAS,20,0.8136554168973249
traffic,41001,E,LAST_BIAS,21,2.5562716260863114
traffic,41001,E,LAST_BIAS,22,1.2206936120147827
traffic,41001,E,LAST_BIAS,23,0.7751444705710404
traffic,41001,E,LAST_BIAS,24,1.0628430955235175
traffic,41001,E,LAST_BIAS,25,1.5309221638594548
traffic,41001,E,LAST_BIAS,26,1.0180951257170183
traffic,41001,E,LAST_BIAS,27,0.21819408118105593
traffic,41001,E,LAST_BIAS,28,1.1892057907926423
traffic,41001,E,LAST_BIAS,29,3.073096753508864
traffic,41001,E,LAST_BIAS,30,1.43790012111059
traffic,41001,E,LAST_BIAS,31,0.8169658564300903
traffic,41000,V,UNCHANGED,0,0.41931562488557855
traffic,41000,V,UNCHANGED,1,0.6510693561370876
traffic,41000,V,UNCHANGED,2,0.927285420856404
traffic,41000,V,UNCHANGED,3,0.7443314966799521
traffic,41000,V,UNCHANGED,4,0.6095231569716328
traffic,41000,V,UNCHANGED,5,1.4528608622825985
traffic,41000,V,UNCHANGED,6,1.3561758869535343
traffic,41000,V,UNCHANGED,7,0.9600109553349578
traffic,41000,V,UNCHANGED,8,0.9541339261808998
traffic,41000,V,UNCHANGED,9,0.8764424996300116
traffic,41000,V,UNCHANGED,10,0.9387238527756178
traffic,41000,V,UNCHANGED,11,0.3041885763557136
traffic,41000,V,UNCHANGED,12,0.8065826114629545
traffic,41000,V,UNCHANGED,13,1.170424545309879
traffic,41000,V,UNCHANGED,14,1.2616259970133359
traffic,41000,V,UNCHANGED,15,1.0553778463764834
traffic,41000,V,UNCHANGED,16,0.9118086511378115
traffic,41000,V,UNCHANGED,17,0.4425614247518852
traffic,41000,V,UNCHANGED,18,1.1727653245202032
traffic,41000,V,UNCHANGED,19,0.9068533446366368
traffic,41000,V,UNCHANGED,20,0.7520464107663107
traffic,41000,V,UNCHANGED,21,1.0219288301699507
traffic,41000,V,UNCHANGED,22,1.1246862023640516
traffic,41000,V,UNCHANGED,23,0.968381139683298
traffic,41000,V,UNCHANGED,24,1.4544240565440987
traffic,41000,V,UNCHANGED,25,0.9199423823652535
traffic,41000,V,UNCHANGED,26,0.5989763775999284
traffic,41000,V,UNCHANGED,27,0.609875951086874
traffic,41000,V,UNCHANGED,28,0.6088202430557721
traffic,41000,V,UNCHANGED,29,2.4360794039862887
traffic,41000,V,UNCHANGED,30,1.3519812651966656
traffic,41000,V,UNCHANGED,31,0.52659372485327
traffic,41000,V,EXPANDING_BIAS,0,0.4405845519035085
traffic,41000,V,EXPANDING_BIAS,1,0.6676517326714375
traffic,41000,V,EXPANDING_BIAS,2,0.9430994769002987
traffic,41000,V,EXPANDING_BIAS,3,0.7756240197336438
traffic,41000,V,EXPANDING_BIAS,4,0.6368962195181739
traffic,41000,V,EXPANDING_BIAS,5,1.463487850011101
traffic,41000,V,EXPANDING_BIAS,6,1.3696726867385678
traffic,41000,V,EXPANDING_BIAS,7,0.9689335195895792
traffic,41000,V,EXPANDING_BIAS,8,0.9661122687083542
traffic,41000,V,EXPANDING_BIAS,9,0.9209326682047622
traffic,41000,V,EXPANDING_BIAS,10,0.9493224744686286
traffic,41000,V,EXPANDING_BIAS,11,0.3188924842579776
traffic,41000,V,EXPANDING_BIAS,12,0.8454985611433903
traffic,41000,V,EXPANDING_BIAS,13,1.1942068649509665
traffic,41000,V,EXPANDING_BIAS,14,1.2777690788002032
traffic,41000,V,EXPANDING_BIAS,15,1.0731740906655192
traffic,41000,V,EXPANDING_BIAS,16,0.9121889692067374
traffic,41000,V,EXPANDING_BIAS,17,0.4469674322916135
traffic,41000,V,EXPANDING_BIAS,18,1.1830598266963148
traffic,41000,V,EXPANDING_BIAS,19,0.9460406525742955
traffic,41000,V,EXPANDING_BIAS,20,0.7559220555030989
traffic,41000,V,EXPANDING_BIAS,21,1.0512918741324644
traffic,41000,V,EXPANDING_BIAS,22,1.1345036230514742
traffic,41000,V,EXPANDING_BIAS,23,0.9812788240067706
traffic,41000,V,EXPANDING_BIAS,24,1.4766134822020685
traffic,41000,V,EXPANDING_BIAS,25,0.969643351316479
traffic,41000,V,EXPANDING_BIAS,26,0.6182153238997841
traffic,41000,V,EXPANDING_BIAS,27,0.6225129347925441
traffic,41000,V,EXPANDING_BIAS,28,0.6199074093271465
traffic,41000,V,EXPANDING_BIAS,29,2.4755377504835003
traffic,41000,V,EXPANDING_BIAS,30,1.3595556911157232
traffic,41000,V,EXPANDING_BIAS,31,0.5466654045943344
traffic,41000,V,EXPANDING_DAILY,0,0.40075484385289745
traffic,41000,V,EXPANDING_DAILY,1,0.5752339037528869
traffic,41000,V,EXPANDING_DAILY,2,0.5371408820060637
traffic,41000,V,EXPANDING_DAILY,3,0.41829299752539956
traffic,41000,V,EXPANDING_DAILY,4,0.5306806820539491
traffic,41000,V,EXPANDING_DAILY,5,0.5073432073205297
traffic,41000,V,EXPANDING_DAILY,6,0.5224745908930125
traffic,41000,V,EXPANDING_DAILY,7,0.26517137888681713
traffic,41000,V,EXPANDING_DAILY,8,0.25482665375777896
traffic,41000,V,EXPANDING_DAILY,9,0.6388397657727607
traffic,41000,V,EXPANDING_DAILY,10,0.6552504304372643
traffic,41000,V,EXPANDING_DAILY,11,0.2379240655389656
traffic,41000,V,EXPANDING_DAILY,12,0.562670852443541
traffic,41000,V,EXPANDING_DAILY,13,0.406385515899882
traffic,41000,V,EXPANDING_DAILY,14,0.5336666692602706
traffic,41000,V,EXPANDING_DAILY,15,0.5698221688825562
traffic,41000,V,EXPANDING_DAILY,16,0.610928915229095
traffic,41000,V,EXPANDING_DAILY,17,0.2880746396648352
traffic,41000,V,EXPANDING_DAILY,18,0.34052133704151477
traffic,41000,V,EXPANDING_DAILY,19,0.8447404774426682
traffic,41000,V,EXPANDING_DAILY,20,0.24144939423900047
traffic,41000,V,EXPANDING_DAILY,21,0.5374505726571842
traffic,41000,V,EXPANDING_DAILY,22,0.3559132378737977
traffic,41000,V,EXPANDING_DAILY,23,0.5979398381448362
traffic,41000,V,EXPANDING_DAILY,24,0.6371259992905761
traffic,41000,V,EXPANDING_DAILY,25,0.7043595889847803
traffic,41000,V,EXPANDING_DAILY,26,0.4337877717899656
traffic,41000,V,EXPANDING_DAILY,27,0.5562946376833067
traffic,41000,V,EXPANDING_DAILY,28,0.3014811431793118
traffic,41000,V,EXPANDING_DAILY,29,1.0360595652589197
traffic,41000,V,EXPANDING_DAILY,30,0.44270241379538866
traffic,41000,V,EXPANDING_DAILY,31,0.4607485863743278
traffic,41000,V,LAST_BIAS,0,0.47423428874750945
traffic,41000,V,LAST_BIAS,1,0.758120730324306
traffic,41000,V,LAST_BIAS,2,1.071084281332671
traffic,41000,V,LAST_BIAS,3,0.8649801650830399
traffic,41000,V,LAST_BIAS,4,0.6933454683703496
traffic,41000,V,LAST_BIAS,5,1.608456774049843
traffic,41000,V,LAST_BIAS,6,1.5248728440339736
traffic,41000,V,LAST_BIAS,7,1.0319908100157211
traffic,41000,V,LAST_BIAS,8,1.0724797126577539
traffic,41000,V,LAST_BIAS,9,1.1312634536410398
traffic,41000,V,LAST_BIAS,10,1.0553523666454994
traffic,41000,V,LAST_BIAS,11,0.34416324757137384
traffic,41000,V,LAST_BIAS,12,0.9966821421490245
traffic,41000,V,LAST_BIAS,13,1.3411126731553098
traffic,41000,V,LAST_BIAS,14,1.434127049101124
traffic,41000,V,LAST_BIAS,15,1.178947505196765
traffic,41000,V,LAST_BIAS,16,0.9357286227188671
traffic,41000,V,LAST_BIAS,17,0.4939753731951859
traffic,41000,V,LAST_BIAS,18,1.2829436001746677
traffic,41000,V,LAST_BIAS,19,1.031330836071971
traffic,41000,V,LAST_BIAS,20,0.8023777553458195
traffic,41000,V,LAST_BIAS,21,1.152693769974881
traffic,41000,V,LAST_BIAS,22,1.2503943038306515
traffic,41000,V,LAST_BIAS,23,1.0757600823433333
traffic,41000,V,LAST_BIAS,24,1.6794607129805437
traffic,41000,V,LAST_BIAS,25,1.0832128111081436
traffic,41000,V,LAST_BIAS,26,0.667835595592107
traffic,41000,V,LAST_BIAS,27,0.6966459864475104
traffic,41000,V,LAST_BIAS,28,0.700176824509021
traffic,41000,V,LAST_BIAS,29,2.7237997225950408
traffic,41000,V,LAST_BIAS,30,1.4661572334070525
traffic,41000,V,LAST_BIAS,31,0.5913633910992984
traffic,41000,E,UNCHANGED,0,1.550664640037018
traffic,41000,E,UNCHANGED,1,0.9497861343911064
traffic,41000,E,UNCHANGED,2,0.7784169044249503
traffic,41000,E,UNCHANGED,3,2.0453809590123875
traffic,41000,E,UNCHANGED,4,1.025951793383159
traffic,41000,E,UNCHANGED,5,1.461418107861179
traffic,41000,E,UNCHANGED,6,1.231791644321166
traffic,41000,E,UNCHANGED,7,1.0179111615941905
traffic,41000,E,UNCHANGED,8,1.9064871981166116
traffic,41000,E,UNCHANGED,9,0.9565263892862949
traffic,41000,E,UNCHANGED,10,1.138629753731157
traffic,41000,E,UNCHANGED,11,0.6837396482515162
traffic,41000,E,UNCHANGED,12,2.6414793593048738
traffic,41000,E,UNCHANGED,13,1.2139054618304053
traffic,41000,E,UNCHANGED,14,1.1911166832003393
traffic,41000,E,UNCHANGED,15,1.7119368825995904
traffic,41000,E,UNCHANGED,16,0.9427831609021731
traffic,41000,E,UNCHANGED,17,0.4317179887897715
traffic,41000,E,UNCHANGED,18,1.0701767087082914
traffic,41000,E,UNCHANGED,19,1.4511160634208593
traffic,41000,E,UNCHANGED,20,0.7693513544399626
traffic,41000,E,UNCHANGED,21,1.94681159867592
traffic,41000,E,UNCHANGED,22,1.0679415571698923
traffic,41000,E,UNCHANGED,23,0.7614495871308684
traffic,41000,E,UNCHANGED,24,0.9356656196047988
traffic,41000,E,UNCHANGED,25,1.1973493374559818
traffic,41000,E,UNCHANGED,26,0.905229127486441
traffic,41000,E,UNCHANGED,27,0.20509536795313052
traffic,41000,E,UNCHANGED,28,1.1256293016117123
traffic,41000,E,UNCHANGED,29,2.8096362144308786
traffic,41000,E,UNCHANGED,30,1.2313443339396863
traffic,41000,E,UNCHANGED,31,0.6918323857267642
