stage,config,episode,panel,model,n_origins,n_forecast_points,alpha,status,mae_K,rmse_K,p90_abs_K
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,48,2880,1.0,OBSERVED,0.4852939961427242,0.7297504263428325,1.393923480942442
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,PERSISTENCE,13,780,,OBSERVED,0.4174840866874423,1.1611885344486932,0.8896271171605747
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,13,780,0.01,OBSERVED,0.15530997073454336,0.21260247286022763,0.30376886287905336
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,13,780,1.0,OBSERVED,0.13047375099085584,0.1832919572672085,0.269135618748544
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,13,780,0.01,OBSERVED,0.14218146843948545,0.20242757947584022,0.28564587193757235
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,13,780,1.0,OBSERVED,0.12130228947224603,0.1808217059838179,0.24318290640781592
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,13,780,0.01,OBSERVED,0.12254324028114026,0.19974039520857395,0.28174980844996195
TRAIN_FORWARD,SUPPLY_30M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,13,780,1.0,OBSERVED,0.11190284625068024,0.18765533930813819,0.27525474830387126
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,PERSISTENCE,36,2160,,OBSERVED,3.2524554508162,4.463441012109383,7.6389316335654485
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,36,2160,0.01,OBSERVED,0.6321577860306082,0.8770773894999044,1.5552312267609978
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,CURRENT_PLAN_A1,36,2160,1.0,OBSERVED,0.6405524361510256,0.8843376757157693,1.6125296478803024
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,36,2160,0.01,OBSERVED,0.6328836242387633,0.8869980796385888,1.5553696255984109
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,36,2160,1.0,OBSERVED,0.6424076397080359,0.8978036497548947,1.5761854537402145
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,36,2160,0.01,OBSERVED,0.6146139625069622,0.8397073638554824,1.4886827089446968
TRAIN_FORWARD,SUPPLY_30M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,36,2160,1.0,OBSERVED,0.6131857224113438,0.8369013134797935,1.4771810794458085
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,81,4860,,OBSERVED,0.1752088593205785,0.2995732320063407,0.5185759172799352
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,81,4860,0.01,OBSERVED,0.14741177193488006,0.20453498268969728,0.2908194879467885
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,81,4860,1.0,OBSERVED,0.17032126060588004,0.22921764147932008,0.35832361610415553
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,81,4860,0.01,OBSERVED,0.149310808476192,0.21177308258563415,0.3043787909741185
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,81,4860,1.0,OBSERVED,0.16037713567330725,0.22700404287793247,0.3504246839467954
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,81,4860,0.01,OBSERVED,0.18118561770331967,0.2643670269569844,0.412938061206694
TRAIN_FORWARD,SUPPLY_30M,2,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,81,4860,1.0,OBSERVED,0.1815688612893068,0.265218959642536,0.40899510658564975
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,33,1980,,OBSERVED,0.9603063239735512,2.3226061744998208,5.3622772152144895
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,33,1980,0.01,OBSERVED,0.22942180032674134,0.3926638343032275,0.45194821937003593
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,33,1980,1.0,OBSERVED,0.25690316289118276,0.4065512606387143,0.5648839631601391
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,33,1980,0.01,OBSERVED,0.20846031206801052,0.38533306529842937,0.4848435734838982
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,33,1980,1.0,OBSERVED,0.2246887067099723,0.3947859222624889,0.596498157962476
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,33,1980,0.01,OBSERVED,0.2017461743920363,0.3867180858102031,0.48827706915065106
TRAIN_FORWARD,SUPPLY_30M,2,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,33,1980,1.0,OBSERVED,0.2013926556221375,0.38856334719690727,0.48136900473729205
TRAIN_FORWARD,SUPPLY_30M,3,ALL,PERSISTENCE,129,7740,,OBSERVED,1.4233416371355407,3.0295439036298606,5.69534996051313
TRAIN_FORWARD,SUPPLY_30M,3,ALL,CURRENT_PLAN_TUNED,129,7740,0.01,OBSERVED,0.4694037400731534,1.0427274999006086,1.1104806221242143
TRAIN_FORWARD,SUPPLY_30M,3,ALL,CURRENT_PLAN_A1,129,7740,1.0,OBSERVED,0.4748674631452349,1.0458995489069545,1.0978451725661675
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_SUMMARY_PLAN_TUNED,129,7740,0.01,OBSERVED,0.4613013195163464,1.0300424282680725,1.1195830105215976
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_SUMMARY_PLAN_A1,129,7740,1.0,OBSERVED,0.475833945742966,1.0294672348205232,1.086481875669552
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_LAGS_PLAN_TUNED,129,7740,0.01,OBSERVED,0.4808287336068413,1.0259565546252358,1.0944888101212715
TRAIN_FORWARD,SUPPLY_30M,3,ALL,HISTORY_LAGS_PLAN_A1,129,7740,1.0,OBSERVED,0.48552470369392026,1.0297685499793712,1.0874347523448211
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,61,3660,,OBSERVED,2.778564646480283,4.389662121225443,8.46467899238334
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,61,3660,0.01,OBSERVED,0.8059060439361078,1.4914859239067275,3.2916391096445174
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,61,3660,1.0,OBSERVED,0.8030078931088782,1.4928927914297563,3.2405811893750336
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,61,3660,0.01,OBSERVED,0.7637127247470754,1.4669561804124764,3.2099326963376877
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,61,3660,1.0,OBSERVED,0.771946083196736,1.460782144732564,3.1702016193099722
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,61,3660,0.01,OBSERVED,0.8018681786238185,1.4605084850094103,3.2954645402605247
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,61,3660,1.0,OBSERVED,0.8055733250762707,1.4656814840486514,3.2873985924251317
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,PERSISTENCE,17,1020,,OBSERVED,0.7180189896701639,1.8460187042888465,1.123946115975912
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,17,1020,0.01,OBSERVED,0.29918791602368777,0.6597388048221567,0.8001538991167082
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,17,1020,1.0,OBSERVED,0.24767118379329148,0.6041274851199457,0.48450502895678393
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,17,1020,0.01,OBSERVED,0.28721100569721136,0.5941812427996439,0.5700347021626386
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,17,1020,1.0,OBSERVED,0.2929995108695388,0.5966542966530544,0.5279872252684015
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,17,1020,0.01,OBSERVED,0.2691265597042265,0.5020173759013606,0.5332207833863662
TRAIN_FORWARD,SUPPLY_30M,3,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,17,1020,1.0,OBSERVED,0.28147735247121464,0.5492232536694172,0.5281636247802056
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,PERSISTENCE,48,2880,,OBSERVED,3.4418860859492066,4.941859463561668,9.551512139858863
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,48,2880,0.01,OBSERVED,0.9771130961832349,1.6732455966555437,3.6619604566039694
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,CURRENT_PLAN_A1,48,2880,1.0,OBSERVED,0.9863690127202404,1.679771357355627,3.666399707372277
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,48,2880,0.01,OBSERVED,0.9150690618435564,1.6440295963378329,3.4549531320164983
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,48,2880,1.0,OBSERVED,0.9268088537487633,1.6393184232293028,3.421476573843199
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,48,2880,0.01,OBSERVED,0.9732887154465389,1.6421917936169612,3.489514498465774
TRAIN_FORWARD,SUPPLY_30M,3,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,48,2880,1.0,OBSERVED,0.972860913354537,1.6470387213367006,3.4662736959935665
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,68,4080,,OBSERVED,0.20762687875275684,0.3548494338713821,0.6103517757626946
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,68,4080,0.01,OBSERVED,0.1675413792549148,0.259038280823949,0.3911256447195342
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,68,4080,1.0,OBSERVED,0.18050619508961374,0.27550474206465686,0.42709388100915924
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,68,4080,0.01,OBSERVED,0.19002050011819244,0.2869153536248527,0.46922733781274245
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,68,4080,1.0,OBSERVED,0.21020394008590776,0.31030361459917166,0.4932735703771357
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,68,4080,0.01,OBSERVED,0.19283746675337624,0.2886458440457237,0.45113565933706923
TRAIN_FORWARD,SUPPLY_30M,3,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,68,4080,1.0,OBSERVED,0.198422263924459,0.29086702056263813,0.4452482843301709
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,66,3960,,OBSERVED,1.5275513627236392,3.0526065780697293,5.97114466628841
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,66,3960,0.01,OBSERVED,0.4952197929389583,1.1038505234728342,1.863248368368283
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,66,3960,1.0,OBSERVED,0.4888996073808189,1.1038691683814668,1.9395815346754146
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,66,3960,0.01,OBSERVED,0.47843148068146624,1.0650860507125361,1.617912839100074
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,66,3960,1.0,OBSERVED,0.48857092016137627,1.0617618946642433,1.677409621065766
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,66,3960,0.01,OBSERVED,0.4935191661360162,1.0562944340432785,1.6942594485887184
TRAIN_FORWARD,SUPPLY_30M,3,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,66,3960,1.0,OBSERVED,0.4949127233034051,1.0638147085026501,1.7218212240953956
TRAIN_FORWARD,SUPPLY_30M,4,ALL,PERSISTENCE,129,7740,,OBSERVED,0.9053974956535168,1.9822866873614635,3.0479806913069085
TRAIN_FORWARD,SUPPLY_30M,4,ALL,CURRENT_PLAN_TUNED,129,7740,0.01,OBSERVED,0.23719835293481853,0.40593230663365104,0.5014795637213868
TRAIN_FORWARD,SUPPLY_30M,4,ALL,CURRENT_PLAN_A1,129,7740,1.0,OBSERVED,0.24128255803705081,0.4086339358136274,0.521577175900268
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_SUMMARY_PLAN_TUNED,129,7740,0.01,OBSERVED,0.2799611109183165,0.44112069678761867,0.6437055649589639
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_SUMMARY_PLAN_A1,129,7740,1.0,OBSERVED,0.2754544185346783,0.44052458735927935,0.6529173603226924
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_LAGS_PLAN_TUNED,129,7740,0.01,OBSERVED,0.2748880422774383,0.43359472677474153,0.5764850001089941
TRAIN_FORWARD,SUPPLY_30M,4,ALL,HISTORY_LAGS_PLAN_A1,129,7740,1.0,OBSERVED,0.2754217491320668,0.43359065440816086,0.5804875953271904
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,55,3300,,OBSERVED,1.906884222659185,3.0225784507852325,6.129947035725138
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,55,3300,0.01,OBSERVED,0.2898189425390206,0.5279245034535763,0.6527638892647357
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,55,3300,1.0,OBSERVED,0.2985428371580021,0.5285239081828688,0.653587368065365
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,55,3300,0.01,OBSERVED,0.33028386761239836,0.5491253220056215,0.8428801056077871
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,55,3300,1.0,OBSERVED,0.3276210960921403,0.5489478317461325,0.828727482039585
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,55,3300,0.01,OBSERVED,0.33891621713332976,0.5487270486489002,0.7395661463785301
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,55,3300,1.0,OBSERVED,0.3459059602104904,0.5516645926556196,0.7474748131393364
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,PERSISTENCE,15,900,,OBSERVED,0.7841629524268244,1.9287673977856221,1.0150387324122792
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,15,900,0.01,OBSERVED,0.14105016622302616,0.2662471945642746,0.37086550818856956
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,15,900,1.0,OBSERVED,0.16491486477241354,0.2726551165190565,0.3421180027080596
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,15,900,0.01,OBSERVED,0.18816181534760074,0.3248914537900036,0.36951660824483384
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,15,900,1.0,OBSERVED,0.18524655195701775,0.32276324480601776,0.43474234823413554
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,15,900,0.01,OBSERVED,0.1721646612421215,0.2976718013584052,0.44134048206465193
TRAIN_FORWARD,SUPPLY_30M,4,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,15,900,1.0,OBSERVED,0.18273680138872522,0.3043329662354298,0.4335719268026765
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,PERSISTENCE,45,2700,,OBSERVED,2.259365869221644,3.3354512675283443,6.350992402004181
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,45,2700,0.01,OBSERVED,0.32783864553059905,0.5774948019811738,0.8419222694421648
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,CURRENT_PLAN_A1,45,2700,1.0,OBSERVED,0.33644845724230166,0.578578198362491,0.7897638368351009
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,45,2700,0.01,OBSERVED,0.37237963624853987,0.599383224044057,0.9831984253839833
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,45,2700,1.0,OBSERVED,0.37006387029983484,0.5988254481499813,0.9354967363389676
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,45,2700,0.01,OBSERVED,0.3865545375163019,0.6007045117999573,0.9656162563273587
TRAIN_FORWARD,SUPPLY_30M,4,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_A1,45,2700,1.0,OBSERVED,0.3914151608753833,0.6023400369221794,0.9504088140044631
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,PERSISTENCE,74,4440,,OBSERVED,0.1610492526087636,0.2444375477514068,0.41985518060833443
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,74,4440,0.01,OBSERVED,0.19808845525601976,0.2830341964899687,0.4210449292102112
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,74,4440,1.0,OBSERVED,0.19872424247418163,0.2889186450922102,0.4488941879673745
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,74,4440,0.01,OBSERVED,0.24255906202406646,0.33925911843407175,0.5640873809791344
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,74,4440,1.0,OBSERVED,0.23668188791764577,0.33812043967943894,0.573558276757467
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,74,4440,0.01,OBSERVED,0.2272995339386001,0.3224062899398165,0.4748573518583498
TRAIN_FORWARD,SUPPLY_30M,4,NO_RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,74,4440,1.0,OBSERVED,0.22303483549269792,0.3186489663444914,0.46355975114943243
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,PERSISTENCE,63,3780,,OBSERVED,0.705673726111227,1.7739355975639792,1.9042526876604475
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_TUNED,63,3780,0.01,OBSERVED,0.17550591045857905,0.2564114074622537,0.43035277714656095
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,CURRENT_PLAN_A1,63,3780,1.0,OBSERVED,0.18819269727235427,0.2615364240819175,0.4314104833700014
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_TUNED,63,3780,0.01,OBSERVED,0.2325972012609416,0.3328853729243369,0.583952292933759
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_SUMMARY_PLAN_A1,63,3780,1.0,OBSERVED,0.23529163936747133,0.3394637887314519,0.6166700609345753
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_TUNED,63,3780,0.01,OBSERVED,0.1978619755776736,0.3059352717962545,0.43995180627477454
TRAIN_FORWARD,SUPPLY_30M,4,MULTIPLE_CHANGES_IN_CONTEXT,HISTORY_LAGS_PLAN_A1,63,3780,1.0,OBSERVED,0.19933873807416966,0.30916247192081436,0.4427278381851124
TRAIN_FORWARD,ZONE_60M,2,ALL,PERSISTENCE,22,264,,OBSERVED,0.19790788918572844,0.26453116103355645,0.4760977594728957
TRAIN_FORWARD,ZONE_60M,2,ALL,CURRENT_PLAN_TUNED,22,264,0.01,OBSERVED,0.11393262196033975,0.21119377822303506,0.3147987539882195
TRAIN_FORWARD,ZONE_60M,2,ALL,CURRENT_PLAN_A1,22,264,1.0,OBSERVED,0.10611442180876131,0.1418171243767876,0.2625253004882269
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_SUMMARY_PLAN_TUNED,22,264,0.1,OBSERVED,0.10490957546353008,0.15868480809596694,0.24143544792169686
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_SUMMARY_PLAN_A1,22,264,1.0,OBSERVED,0.13393286637453605,0.17575669784955958,0.31335923333801363
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_LAGS_PLAN_TUNED,22,264,0.01,OBSERVED,0.49650669181559154,0.6124266343156589,1.0515420936906934
TRAIN_FORWARD,ZONE_60M,2,ALL,HISTORY_LAGS_PLAN_A1,22,264,1.0,OBSERVED,0.4937178054278047,0.6127413960666412,1.058641404111114
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,PERSISTENCE,18,216,,OBSERVED,0.19510202920210418,0.2588697247241101,0.4652729090624632
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_TUNED,18,216,0.01,OBSERVED,0.13391483871785945,0.23304199927191538,0.36296900131819143
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,CURRENT_PLAN_A1,18,216,1.0,OBSERVED,0.11542073913810214,0.15326578042851297,0.28179740121660757
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,18,216,0.1,OBSERVED,0.10885773141302559,0.16653500660850673,0.24554680262852457
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_SUMMARY_PLAN_A1,18,216,1.0,OBSERVED,0.1326891365970658,0.1758575915817493,0.31325816700578457
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_TUNED,18,216,0.01,OBSERVED,0.544980787394194,0.6610974343536382,1.0654123507382849
TRAIN_FORWARD,ZONE_60M,2,RECENT_OR_PLANNED_CHANGE,HISTORY_LAGS_PLAN_A1,18,216,1.0,OBSERVED,0.5440836850009595,0.6621784261587164,1.078984420333171
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,PERSISTENCE,10,120,,OBSERVED,0.20735478734604082,0.2797920528887299,0.4975809320082363
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_TUNED,10,120,0.01,OBSERVED,0.09468523139743988,0.15686583783882557,0.281533731413822
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,CURRENT_PLAN_A1,10,120,1.0,OBSERVED,0.10030450282215639,0.13334027257060727,0.206136516485941
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_TUNED,10,120,0.1,OBSERVED,0.09079373628066681,0.13297915081654765,0.2010955150449263
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_SUMMARY_PLAN_A1,10,120,1.0,OBSERVED,0.12324983630194121,0.1618252311670392,0.2692761240304094
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_TUNED,10,120,0.01,OBSERVED,0.5015201433385897,0.6278029778555916,1.0549043082664524
TRAIN_FORWARD,ZONE_60M,2,RECENT_PAST_CHANGE,HISTORY_LAGS_PLAN_A1,10,120,1.0,OBSERVED,0.4961190341061382,0.6260017662784583,1.0623892400090882
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,PERSISTENCE,11,132,,OBSERVED,0.16376069465427395,0.2188379091040278,0.3751744615099028
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,CURRENT_PLAN_TUNED,11,132,0.01,OBSERVED,0.18104129011516423,0.28404619930916136,0.45240156643209856
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,CURRENT_PLAN_A1,11,132,1.0,OBSERVED,0.13840982778187427,0.17777312517769836,0.31803870529924444
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_TUNED,11,132,0.1,OBSERVED,0.13067056975304733,0.1943339491720064,0.30105784746573955
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_SUMMARY_PLAN_A1,11,132,1.0,OBSERVED,0.14875961430576098,0.1959928426868373,0.3483169630449368
TRAIN_FORWARD,ZONE_60M,2,CHANGE_IN_PLAN,HISTORY_LAGS_PLAN_TUNED,11,132,0.01,OBSERVED,0.5836311364867494,0.6791989753997512,1.0500217224759696
