target,id,arm,lead,original_2pinball,ensemble_CRPS
T0,T0_TEST_1116,F0,1,45766.233591269876,47807.32384549457
T0,T0_TEST_1116,F0,2,28657.96022817457,29944.769703519298
T0,T0_TEST_1116,F0,3,95872.98771825393,100464.67193323196
T0,T0_TEST_1116,F0,4,75684.33523809518,79134.25691295444
T0,T0_TEST_1116,F0,5,34981.02512896831,36576.84871383023
T0,T0_TEST_1116,F0,6,40981.875029761904,42893.31500336155
T0,T0_TEST_1116,F0,7,18757.514880952433,19633.124158263214
T0,T0_TEST_1116,F0,8,13174.91541666666,13782.949326366179
T0,T0_TEST_1116,F0,9,18969.728234127007,19832.65941911948
T0,T0_TEST_1116,F0,10,9781.647142857135,10195.817208420543
T0,T0_TEST_1116,F0,11,27757.46875,29065.349646087736
T0,T0_TEST_1116,F0,12,16045.194474206373,16744.670924457983
T0,T0_TEST_1116,F0,13,7315.793908730173,7630.6733596883605
T0,T0_TEST_1116,F0,14,5848.3727083333315,6095.483738521114
T0,T0_TEST_1116,F0,15,9328.455327380927,9742.284067716446
T0,T0_TEST_1116,F0,16,5816.054479166672,6067.698769226365
T0,T0_TEST_1116,F0,17,5541.801502976194,5805.822330519866
T0,T0_TEST_1116,F0,18,6429.209404761906,6732.7116579040885
T0,T0_TEST_1116,F0,19,5382.189161706351,5606.109900260035
T0,T0_TEST_1116,F0,20,7057.579553571423,7391.976859802984
T0,T0_TEST_1116,F0,21,7637.013065476195,7960.922454748306
T0,T0_TEST_1116,F0,22,17309.021607142855,18083.731980798766
T0,T0_TEST_1116,F0,23,34614.209077380925,36156.326716142925
T0,T0_TEST_1116,F1,0,50775.91404761905,52901.942695653066
T0,T0_TEST_1116,F1,1,45766.233591269876,47807.323845494495
T0,T0_TEST_1116,F1,2,28657.96022817457,29944.769703519196
T0,T0_TEST_1116,F1,3,95872.98771825393,100464.6719332319
T0,T0_TEST_1116,F1,4,75684.33523809518,79134.25691295453
T0,T0_TEST_1116,F1,5,34981.02512896831,36576.84871383026
T0,T0_TEST_1116,F1,6,40981.875029761904,42893.31500336155
T0,T0_TEST_1116,F1,7,18757.514880952433,19633.124158263206
T0,T0_TEST_1116,F1,8,13174.91541666666,13782.949326366193
T0,T0_TEST_1116,F1,9,18969.728234127007,19832.65941911946
T0,T0_TEST_1116,F1,10,9781.647142857135,10195.817208420478
T0,T0_TEST_1116,F1,11,27757.46875,29065.349646087736
T0,T0_TEST_1116,F1,12,16045.194474206373,16744.670924458012
T0,T0_TEST_1116,F1,13,7315.793908730173,7630.673359688371
T0,T0_TEST_1116,F1,14,5848.3727083333315,6095.483738521114
T0,T0_TEST_1116,F1,15,9328.455327380927,9742.28406771645
T0,T0_TEST_1116,F1,16,5816.054479166672,6067.698769226361
T0,T0_TEST_1116,F1,17,5541.801502976194,5805.822330519866
T0,T0_TEST_1116,F1,18,6429.209404761906,6732.7116579040885
T0,T0_TEST_1116,F1,19,5382.189161706351,5606.109900260024
T0,T0_TEST_1116,F1,20,7057.579553571423,7391.976859802962
T0,T0_TEST_1116,F1,21,7637.013065476195,7960.922454748306
T0,T0_TEST_1116,F1,22,17309.021607142855,18083.731980798766
T0,T0_TEST_1116,F1,23,34614.209077380925,36156.32671614297
T0,T0_TEST_1116,F2,0,50775.91404761905,52901.942695653066
T0,T0_TEST_1116,F2,1,45766.233591269876,47807.32384549454
T0,T0_TEST_1116,F2,2,28657.96022817457,29944.769703519298
T0,T0_TEST_1116,F2,3,95872.98771825393,100464.67193323182
T0,T0_TEST_1116,F2,4,75684.33523809518,79134.25691295447
T0,T0_TEST_1116,F2,5,34981.02512896831,36576.8487138302
T0,T0_TEST_1116,F2,6,40981.875029761904,42893.31500336155
T0,T0_TEST_1116,F2,7,18757.514880952433,19633.124158263214
T0,T0_TEST_1116,F2,8,13174.91541666666,13782.949326366135
T0,T0_TEST_1116,F2,9,18969.728234127007,19832.65941911941
T0,T0_TEST_1116,F2,10,9781.647142857135,10195.817208420522
T0,T0_TEST_1116,F2,11,27757.46875,29065.349646087736
T0,T0_TEST_1116,F2,12,16045.194474206373,16744.670924458012
T0,T0_TEST_1116,F2,13,7315.793908730173,7630.673359688375
T0,T0_TEST_1116,F2,14,5848.3727083333315,6095.483738521114
T0,T0_TEST_1116,F2,15,9328.455327380927,9742.284067716446
T0,T0_TEST_1116,F2,16,5816.054479166672,6067.698769226339
T0,T0_TEST_1116,F2,17,5541.801502976194,5805.8223305198735
T0,T0_TEST_1116,F2,18,6429.209404761906,6732.7116579040885
T0,T0_TEST_1116,F2,19,5382.189161706351,5606.109900260053
T0,T0_TEST_1116,F2,20,7057.579553571423,7391.976859803006
T0,T0_TEST_1116,F2,21,7637.013065476195,7960.922454748303
T0,T0_TEST_1116,F2,22,17309.021607142855,18083.731980798766
T0,T0_TEST_1116,F2,23,34614.209077380925,36156.326716142954
T0,T0_TEST_1116,F3,0,50775.91404761905,52901.942695653066
T0,T0_TEST_1116,F3,1,45766.233591269876,47807.32384549455
T0,T0_TEST_1116,F3,2,28657.96022817457,29944.76970351921
T0,T0_TEST_1116,F3,3,95872.98771825393,100464.67193323193
T0,T0_TEST_1116,F3,4,75684.33523809518,79134.25691295456
T0,T0_TEST_1116,F3,5,34981.02512896831,36576.84871383026
T0,T0_TEST_1116,F3,6,40981.875029761904,42893.31500336155
T0,T0_TEST_1116,F3,7,18757.514880952433,19633.124158263206
T0,T0_TEST_1116,F3,8,13174.91541666666,13782.949326366186
T0,T0_TEST_1116,F3,9,18969.728234127007,19832.65941911949
T0,T0_TEST_1116,F3,10,9781.647142857135,10195.8172084205
T0,T0_TEST_1116,F3,11,27757.46875,29065.349646087736
T0,T0_TEST_1116,F3,12,16045.194474206373,16744.67092445797
T0,T0_TEST_1116,F3,13,7315.793908730173,7630.6733596883605
T0,T0_TEST_1116,F3,14,5848.3727083333315,6095.483738521114
T0,T0_TEST_1116,F3,15,9328.455327380927,9742.284067716446
T0,T0_TEST_1116,F3,16,5816.054479166672,6067.698769226357
T0,T0_TEST_1116,F3,17,5541.801502976194,5805.822330519884
T0,T0_TEST_1116,F3,18,6429.209404761906,6732.7116579040885
T0,T0_TEST_1116,F3,19,5382.189161706351,5606.109900260039
T0,T0_TEST_1116,F3,20,7057.579553571423,7391.976859802995
T0,T0_TEST_1116,F3,21,7637.013065476195,7960.922454748303
T0,T0_TEST_1116,F3,22,17309.021607142855,18083.731980798766
T0,T0_TEST_1116,F3,23,34614.209077380925,36156.326716142925
T0,T0_TEST_1117,F0,0,15814.436041666699,16507.34459878318
T0,T0_TEST_1117,F0,1,339230.18782738096,344180.2334205177
T0,T0_TEST_1117,F0,2,632184.3329761903,638345.3585694898
T0,T0_TEST_1117,F0,3,182780.96354166666,189353.46081444994
T0,T0_TEST_1117,F0,4,556641.3272321428,563417.2408224391
T0,T0_TEST_1117,F0,5,145062.77508928574,151537.84368941362
T0,T0_TEST_1117,F0,6,164567.90104166657,170561.61197295043
T0,T0_TEST_1117,F0,7,29353.796825396785,30672.73606071633
T0,T0_TEST_1117,F0,8,11465.53375,12004.47455863282
T0,T0_TEST_1117,F0,9,9868.411984126977,10338.48080290109
T0,T0_TEST_1117,F0,10,29632.93910714286,30960.28403288871
T0,T0_TEST_1117,F0,11,22477.109821428574,23541.534560013562
T0,T0_TEST_1117,F0,12,7366.3161210317285,7673.841604927489
T0,T0_TEST_1117,F0,13,12985.059563492048,13575.695152370925
T0,T0_TEST_1117,F0,14,19703.52639880953,20574.707868937403
T0,T0_TEST_1117,F0,15,22612.5456845238,23679.165523643926
T0,T0_TEST_1117,F0,16,12572.497976190441,13132.813589591533
T0,T0_TEST_1117,F0,17,12059.578710317472,12596.955214997197
T0,T0_TEST_1117,F0,18,6641.382529761925,6941.857692705471
T0,T0_TEST_1117,F0,19,8198.678392857144,8555.988853747025
T0,T0_TEST_1117,F0,20,5707.132906746033,5944.8286666323875
T0,T0_TEST_1117,F0,21,7487.003938492055,7800.375253347691
T0,T0_TEST_1117,F0,22,12534.043630952398,13130.902071991906
T0,T0_TEST_1117,F0,23,29187.291190476135,30489.51091040678
T0,T0_TEST_1117,F1,0,15814.436041666699,16507.344598783187
T0,T0_TEST_1117,F1,1,339230.18782738096,344180.2334205177
T0,T0_TEST_1117,F1,2,632184.3329761903,638345.3585694898
T0,T0_TEST_1117,F1,3,182780.96354166666,189353.46081444994
T0,T0_TEST_1117,F1,4,556641.3272321428,563417.2408224391
T0,T0_TEST_1117,F1,5,145062.77508928574,151537.8436894135
T0,T0_TEST_1117,F1,6,164567.90104166657,170561.61197295046
T0,T0_TEST_1117,F1,7,29353.796825396785,30672.736060716277
T0,T0_TEST_1117,F1,8,11465.53375,12004.47455863282
T0,T0_TEST_1117,F1,9,9868.411984126977,10338.480802901096
T0,T0_TEST_1117,F1,10,29632.93910714286,30960.28403288871
T0,T0_TEST_1117,F1,11,22477.109821428574,23541.534560013562
T0,T0_TEST_1117,F1,12,7366.3161210317285,7673.841604927504
T0,T0_TEST_1117,F1,13,12985.059563492048,13575.695152370914
T0,T0_TEST_1117,F1,14,19703.52639880953,20574.707868937403
T0,T0_TEST_1117,F1,15,22612.5456845238,23679.16552364392
T0,T0_TEST_1117,F1,16,12572.497976190441,13132.81358959153
T0,T0_TEST_1117,F1,17,12059.578710317472,12596.955214997197
T0,T0_TEST_1117,F1,18,6641.382529761925,6941.857692705471
T0,T0_TEST_1117,F1,19,8198.678392857144,8555.988853747025
T0,T0_TEST_1117,F1,20,5707.132906746033,5944.82866663238
T0,T0_TEST_1117,F1,21,7487.003938492055,7800.375253347709
T0,T0_TEST_1117,F1,22,12534.043630952398,13130.902071991914
T0,T0_TEST_1117,F1,23,29187.291190476135,30489.510910406803
T0,T0_TEST_1117,F2,0,15814.436041666699,16507.34459878318
T0,T0_TEST_1117,F2,1,339230.18782738096,344180.23342051776
T0,T0_TEST_1117,F2,2,632184.3329761903,638345.3585694898
T0,T0_TEST_1117,F2,3,182780.96354166666,189353.46081444994
T0,T0_TEST_1117,F2,4,556641.3272321428,563417.2408224391
T0,T0_TEST_1117,F2,5,145062.77508928574,151537.84368941365
T0,T0_TEST_1117,F2,6,164567.90104166657,170561.61197295037
T0,T0_TEST_1117,F2,7,29353.796825396785,30672.736060716306
T0,T0_TEST_1117,F2,8,11465.53375,12004.47455863282
T0,T0_TEST_1117,F2,9,9868.411984126977,10338.480802901082
T0,T0_TEST_1117,F2,10,29632.93910714286,30960.28403288871
T0,T0_TEST_1117,F2,11,22477.109821428574,23541.534560013562
T0,T0_TEST_1117,F2,12,7366.3161210317285,7673.841604927486
T0,T0_TEST_1117,F2,13,12985.059563492048,13575.695152370918
T0,T0_TEST_1117,F2,14,19703.52639880953,20574.707868937403
T0,T0_TEST_1117,F2,15,22612.5456845238,23679.165523643947
T0,T0_TEST_1117,F2,16,12572.497976190441,13132.81358959153
T0,T0_TEST_1117,F2,17,12059.578710317472,12596.955214997193
T0,T0_TEST_1117,F2,18,6641.382529761925,6941.857692705471
T0,T0_TEST_1117,F2,19,8198.678392857144,8555.988853747025
T0,T0_TEST_1117,F2,20,5707.132906746033,5944.828666632377
T0,T0_TEST_1117,F2,21,7487.003938492055,7800.375253347705
T0,T0_TEST_1117,F2,22,12534.043630952398,13130.902071991884
T0,T0_TEST_1117,F2,23,29187.291190476135,30489.51091040681
T0,T0_TEST_1117,F3,0,15814.436041666699,16507.34459878318
T0,T0_TEST_1117,F3,1,339230.18782738096,344180.23342051776
T0,T0_TEST_1117,F3,2,632184.3329761903,638345.3585694898
T0,T0_TEST_1117,F3,3,182780.96354166666,189353.46081444994
T0,T0_TEST_1117,F3,4,556641.3272321428,563417.2408224391
T0,T0_TEST_1117,F3,5,145062.77508928574,151537.84368941362
T0,T0_TEST_1117,F3,6,164567.90104166657,170561.61197295037
T0,T0_TEST_1117,F3,7,29353.796825396785,30672.736060716285
T0,T0_TEST_1117,F3,8,11465.53375,12004.47455863282
T0,T0_TEST_1117,F3,9,9868.411984126977,10338.480802901096
T0,T0_TEST_1117,F3,10,29632.93910714286,30960.28403288871
T0,T0_TEST_1117,F3,11,22477.109821428574,23541.534560013562
T0,T0_TEST_1117,F3,12,7366.3161210317285,7673.841604927504
T0,T0_TEST_1117,F3,13,12985.059563492048,13575.695152370925
T0,T0_TEST_1117,F3,14,19703.52639880953,20574.707868937403
T0,T0_TEST_1117,F3,15,22612.5456845238,23679.165523643926
T0,T0_TEST_1117,F3,16,12572.497976190441,13132.81358959153
T0,T0_TEST_1117,F3,17,12059.578710317472,12596.95521499719
T0,T0_TEST_1117,F3,18,6641.382529761925,6941.857692705471
T0,T0_TEST_1117,F3,19,8198.678392857144,8555.988853747025
T0,T0_TEST_1117,F3,20,5707.132906746033,5944.828666632384
T0,T0_TEST_1117,F3,21,7487.003938492055,7800.375253347713
T0,T0_TEST_1117,F3,22,12534.043630952398,13130.902071991884
T0,T0_TEST_1117,F3,23,29187.291190476135,30489.510910406774
T0,T0_TEST_1118,F0,0,44952.45071924598,46908.440420079205
T0,T0_TEST_1118,F0,1,59840.67207837301,62499.2760347625
T0,T0_TEST_1118,F0,2,43996.1943204365,45940.12795127425
T0,T0_TEST_1118,F0,3,96523.82956349207,100771.435385625
T0,T0_TEST_1118,F0,4,222846.5833482143,233736.1552914288
T0,T0_TEST_1118,F0,5,252289.55307539686,262693.0079035792
T0,T0_TEST_1118,F0,6,54435.580773809525,56819.916303958744
T0,T0_TEST_1118,F0,7,17939.324732142857,18756.76005508937
T0,T0_TEST_1118,F0,8,51087.736626984064,53384.58678810162
T0,T0_TEST_1118,F0,9,40392.841488095335,42229.86946768315
T0,T0_TEST_1118,F0,10,71963.84204365086,75184.8171017868
T0,T0_TEST_1118,F0,11,42827.95202380952,44767.72641721368
T0,T0_TEST_1118,F0,12,45018.661051587325,46794.47929122698
T0,T0_TEST_1118,F0,13,44922.75833333333,46746.49961253628
T0,T0_TEST_1118,F0,14,14757.432916666708,15417.527644632391
T0,T0_TEST_1118,F0,15,17812.764781746046,18600.805936642624
T0,T0_TEST_1118,F0,16,7933.706428571411,8286.388607414461
T0,T0_TEST_1118,F0,17,6359.566309523811,6662.7945073619485
T0,T0_TEST_1118,F0,18,6214.176656746019,6496.143512995299
T0,T0_TEST_1118,F0,19,13129.672366071456,13751.867159759287
T0,T0_TEST_1118,F0,20,23208.77351190476,24253.385853013024
T0,T0_TEST_1118,F0,21,48169.552509920664,50031.82781798289
T0,T0_TEST_1118,F0,22,48359.65125,50254.526382928714
T0,T0_TEST_1118,F0,23,57730.38166666666,60089.5342698656
T0,T0_TEST_1118,F1,0,44952.45071924598,46908.440420079176
T0,T0_TEST_1118,F1,1,59840.67207837301,62499.276034762705
T0,T0_TEST_1118,F1,2,43996.1943204365,45940.12795127422
T0,T0_TEST_1118,F1,3,96523.82956349207,100771.43538562508
T0,T0_TEST_1118,F1,4,222846.5833482143,233736.1552914288
T0,T0_TEST_1118,F1,5,252289.55307539686,262693.00790357916
T0,T0_TEST_1118,F1,6,54435.580773809525,56819.916303958744
T0,T0_TEST_1118,F1,7,17939.324732142857,18756.76005508937
T0,T0_TEST_1118,F1,8,51087.736626984064,53384.586788101646
T0,T0_TEST_1118,F1,9,40392.841488095335,42229.86946768315
T0,T0_TEST_1118,F1,10,71963.84204365086,75184.81710178682
T0,T0_TEST_1118,F1,11,42827.95202380952,44767.72641721368
T0,T0_TEST_1118,F1,12,45018.661051587325,46794.47929122693
T0,T0_TEST_1118,F1,13,44922.75833333333,46746.49961253628
T0,T0_TEST_1118,F1,14,14757.432916666708,15417.527644632391
T0,T0_TEST_1118,F1,15,17812.764781746046,18600.805936642595
T0,T0_TEST_1118,F1,16,7933.706428571411,8286.388607414454
T0,T0_TEST_1118,F1,17,6359.566309523811,6662.7945073619485
T0,T0_TEST_1118,F1,18,6214.176656746019,6496.1435129952915
T0,T0_TEST_1118,F1,19,13129.672366071456,13751.86715975927
T0,T0_TEST_1118,F1,20,23208.77351190476,24253.385853013024
T0,T0_TEST_1118,F1,21,48169.552509920664,50031.82781798286
T0,T0_TEST_1118,F1,22,48359.65125,50254.526382928714
T0,T0_TEST_1118,F1,23,57730.38166666666,60089.5342698656
T0,T0_TEST_1118,F2,0,44952.45071924598,46908.44042007916
T0,T0_TEST_1118,F2,1,59840.67207837301,62499.276034762646
T0,T0_TEST_1118,F2,2,43996.1943204365,45940.12795127439
T0,T0_TEST_1118,F2,3,96523.82956349207,100771.43538562511
T0,T0_TEST_1118,F2,4,222846.5833482143,233736.1552914288
T0,T0_TEST_1118,F2,5,252289.55307539686,262693.0079035793
T0,T0_TEST_1118,F2,6,54435.580773809525,56819.916303958744
T0,T0_TEST_1118,F2,7,17939.324732142857,18756.76005508937
T0,T0_TEST_1118,F2,8,51087.736626984064,53384.58678810163
T0,T0_TEST_1118,F2,9,40392.841488095335,42229.86946768315
T0,T0_TEST_1118,F2,10,71963.84204365086,75184.81710178683
T0,T0_TEST_1118,F2,11,42827.95202380952,44767.72641721368
T0,T0_TEST_1118,F2,12,45018.661051587325,46794.47929122696
T0,T0_TEST_1118,F2,13,44922.75833333333,46746.49961253628
T0,T0_TEST_1118,F2,14,14757.432916666708,15417.527644632391
T0,T0_TEST_1118,F2,15,17812.764781746046,18600.805936642595
T0,T0_TEST_1118,F2,16,7933.706428571411,8286.388607414458
T0,T0_TEST_1118,F2,17,6359.566309523811,6662.7945073619485
T0,T0_TEST_1118,F2,18,6214.176656746019,6496.143512995299
T0,T0_TEST_1118,F2,19,13129.672366071456,13751.867159759244
T0,T0_TEST_1118,F2,20,23208.77351190476,24253.385853013024
T0,T0_TEST_1118,F2,21,48169.552509920664,50031.82781798288
T0,T0_TEST_1118,F2,22,48359.65125,50254.526382928714
T0,T0_TEST_1118,F2,23,57730.38166666666,60089.5342698656
T0,T0_TEST_1118,F3,0,44952.45071924598,46908.4404200791
T0,T0_TEST_1118,F3,1,59840.67207837301,62499.27603476247
T0,T0_TEST_1118,F3,2,43996.1943204365,45940.12795127428
T0,T0_TEST_1118,F3,3,96523.82956349207,100771.43538562502
T0,T0_TEST_1118,F3,4,222846.5833482143,233736.1552914288
T0,T0_TEST_1118,F3,5,252289.55307539686,262693.00790357916
T0,T0_TEST_1118,F3,6,54435.580773809525,56819.916303958744
T0,T0_TEST_1118,F3,7,17939.324732142857,18756.76005508937
T0,T0_TEST_1118,F3,8,51087.736626984064,53384.58678810166
T0,T0_TEST_1118,F3,9,40392.841488095335,42229.86946768315
T0,T0_TEST_1118,F3,10,71963.84204365086,75184.81710178683
T0,T0_TEST_1118,F3,11,42827.95202380952,44767.72641721368
T0,T0_TEST_1118,F3,12,45018.661051587325,46794.47929122696
T0,T0_TEST_1118,F3,13,44922.75833333333,46746.49961253628
T0,T0_TEST_1118,F3,14,14757.432916666708,15417.527644632391
T0,T0_TEST_1118,F3,15,17812.764781746046,18600.805936642602
T0,T0_TEST_1118,F3,16,7933.706428571411,8286.388607414458
T0,T0_TEST_1118,F3,17,6359.566309523811,6662.7945073619485
T0,T0_TEST_1118,F3,18,6214.176656746019,6496.143512995299
T0,T0_TEST_1118,F3,19,13129.672366071456,13751.867159759266
T0,T0_TEST_1118,F3,20,23208.77351190476,24253.385853013024
T0,T0_TEST_1118,F3,21,48169.552509920664,50031.82781798285
T0,T0_TEST_1118,F3,22,48359.65125,50254.526382928714
T0,T0_TEST_1118,F3,23,57730.38166666666,60089.5342698656
T0,T0_TEST_1119,F0,0,27858.882172618985,29222.896254608473
T0,T0_TEST_1119,F0,1,76166.66446428566,79471.89750084281
T0,T0_TEST_1119,F0,2,21445.290932539672,22399.48530826895
T0,T0_TEST_1119,F0,3,151579.4573313491,157989.93390805207
T0,T0_TEST_1119,F0,4,173990.10563988093,181339.27801550739
T0,T0_TEST_1119,F0,5,53743.34248511904,56117.573362194
T0,T0_TEST_1119,F0,6,22254.09520337303,23308.95944261705
T0,T0_TEST_1119,F0,7,13541.195773809546,14160.534078472665
T0,T0_TEST_1119,F0,8,19788.969980158712,20717.772378537673
T0,T0_TEST_1119,F0,9,11347.396646825358,11825.338320848736
T0,T0_TEST_1119,F0,10,15092.258353174626,15766.578385553003
T0,T0_TEST_1119,F0,11,32506.234206349178,33976.99156416689
T0,T0_TEST_1119,F0,12,6092.330833333333,6345.027413632721
T0,T0_TEST_1119,F0,13,13021.62706349209,13599.618630479967
T0,T0_TEST_1119,F0,14,9020.61985119049,9445.587905874465
T0,T0_TEST_1119,F0,15,15426.771656746041,16122.828959481252
T0,T0_TEST_1119,F0,16,8528.201875000008,8902.745086177598
T0,T0_TEST_1119,F0,17,5824.85255952381,6086.827127864584
T0,T0_TEST_1119,F0,18,12420.604890873039,12978.81042543731
T0,T0_TEST_1119,F0,19,8812.121755952356,9209.028720226135
T0,T0_TEST_1119,F0,20,11198.599246031765,11741.71270549604
T0,T0_TEST_1119,F0,21,7209.042341269848,7544.9720385037435
T0,T0_TEST_1119,F0,22,8790.577480158705,9162.897367461825
T0,T0_TEST_1119,F0,23,9036.896101190478,9437.458493096754
T0,T0_TEST_1119,F1,0,27858.882172618985,29222.896254608422
T0,T0_TEST_1119,F1,1,76166.66446428566,79471.8975008428
T0,T0_TEST_1119,F1,2,21445.290932539672,22399.485308269053
T0,T0_TEST_1119,F1,3,151579.4573313491,157989.9339080522
T0,T0_TEST_1119,F1,4,173990.10563988093,181339.27801550739
T0,T0_TEST_1119,F1,5,53743.34248511904,56117.573362194
T0,T0_TEST_1119,F1,6,22254.09520337303,23308.959442617037
T0,T0_TEST_1119,F1,7,13541.195773809546,14160.53407847268
T0,T0_TEST_1119,F1,8,19788.969980158712,20717.77237853768
T0,T0_TEST_1119,F1,9,11347.396646825358,11825.338320848721
T0,T0_TEST_1119,F1,10,15092.258353174626,15766.578385553039
T0,T0_TEST_1119,F1,11,32506.234206349178,33976.99156416689
T0,T0_TEST_1119,F1,12,6092.330833333333,6345.027413632721
T0,T0_TEST_1119,F1,13,13021.62706349209,13599.61863047997
T0,T0_TEST_1119,F1,14,9020.61985119049,9445.587905874469
T0,T0_TEST_1119,F1,15,15426.771656746041,16122.828959481252
T0,T0_TEST_1119,F1,16,8528.201875000008,8902.745086177576
T0,T0_TEST_1119,F1,17,5824.85255952381,6086.827127864584
T0,T0_TEST_1119,F1,18,12420.604890873039,12978.81042543734
T0,T0_TEST_1119,F1,19,8812.121755952356,9209.028720226135
T0,T0_TEST_1119,F1,20,11198.599246031765,11741.71270549608
T0,T0_TEST_1119,F1,21,7209.042341269848,7544.972038503758
T0,T0_TEST_1119,F1,22,8790.577480158705,9162.897367461814
T0,T0_TEST_1119,F1,23,9036.896101190478,9437.458493096754
T0,T0_TEST_1119,F2,0,27858.882172618985,29222.896254608495
T0,T0_TEST_1119,F2,1,76166.66446428566,79471.8975008428
T0,T0_TEST_1119,F2,2,21445.290932539672,22399.48530826898
T0,T0_TEST_1119,F2,3,151579.4573313491,157989.93390805216
T0,T0_TEST_1119,F2,4,173990.10563988093,181339.27801550739
T0,T0_TEST_1119,F2,5,53743.34248511904,56117.573362194
T0,T0_TEST_1119,F2,6,22254.09520337303,23308.95944261705
T0,T0_TEST_1119,F2,7,13541.195773809546,14160.53407847265
T0,T0_TEST_1119,F2,8,19788.969980158712,20717.772378537687
T0,T0_TEST_1119,F2,9,11347.396646825358,11825.338320848721
T0,T0_TEST_1119,F2,10,15092.258353174626,15766.578385553024
T0,T0_TEST_1119,F2,11,32506.234206349178,33976.99156416691
T0,T0_TEST_1119,F2,12,6092.330833333333,6345.027413632721
T0,T0_TEST_1119,F2,13,13021.62706349209,13599.618630479981
T0,T0_TEST_1119,F2,14,9020.61985119049,9445.587905874458
T0,T0_TEST_1119,F2,15,15426.771656746041,16122.828959481245
T0,T0_TEST_1119,F2,16,8528.201875000008,8902.74508617762
T0,T0_TEST_1119,F2,17,5824.85255952381,6086.827127864584
T0,T0_TEST_1119,F2,18,12420.604890873039,12978.810425437314
T0,T0_TEST_1119,F2,19,8812.121755952356,9209.028720226135
T0,T0_TEST_1119,F2,20,11198.599246031765,11741.712705496037
T0,T0_TEST_1119,F2,21,7209.042341269848,7544.972038503751
T0,T0_TEST_1119,F2,22,8790.577480158705,9162.897367461825
T0,T0_TEST_1119,F2,23,9036.896101190478,9437.458493096754
T0,T0_TEST_1119,F3,0,27858.882172618985,29222.896254608502
T0,T0_TEST_1119,F3,1,76166.66446428566,79471.8975008428
T0,T0_TEST_1119,F3,2,21445.290932539672,22399.485308268995
T0,T0_TEST_1119,F3,3,151579.4573313491,157989.93390805213
T0,T0_TEST_1119,F3,4,173990.10563988093,181339.27801550739
T0,T0_TEST_1119,F3,5,53743.34248511904,56117.573362194
T0,T0_TEST_1119,F3,6,22254.09520337303,23308.95944261705
T0,T0_TEST_1119,F3,7,13541.195773809546,14160.53407847265
T0,T0_TEST_1119,F3,8,19788.969980158712,20717.772378537702
T0,T0_TEST_1119,F3,9,11347.396646825358,11825.338320848728
T0,T0_TEST_1119,F3,10,15092.258353174626,15766.578385553017
T0,T0_TEST_1119,F3,11,32506.234206349178,33976.99156416689
T0,T0_TEST_1119,F3,12,6092.330833333333,6345.027413632721
T0,T0_TEST_1119,F3,13,13021.62706349209,13599.618630479992
T0,T0_TEST_1119,F3,14,9020.61985119049,9445.587905874476
T0,T0_TEST_1119,F3,15,15426.771656746041,16122.82895948126
T0,T0_TEST_1119,F3,16,8528.201875000008,8902.745086177594
T0,T0_TEST_1119,F3,17,5824.85255952381,6086.827127864584
T0,T0_TEST_1119,F3,18,12420.604890873039,12978.810425437325
T0,T0_TEST_1119,F3,19,8812.121755952356,9209.028720226135
T0,T0_TEST_1119,F3,20,11198.599246031765,11741.712705496044
T0,T0_TEST_1119,F3,21,7209.042341269848,7544.972038503765
T0,T0_TEST_1119,F3,22,8790.577480158705,9162.897367461803
T0,T0_TEST_1119,F3,23,9036.896101190478,9437.458493096754
T0,T0_TEST_1120,F0,0,39289.12226190477,41018.71420990676
T0,T0_TEST_1120,F0,1,18623.45786706347,19432.413313134915
T0,T0_TEST_1120,F0,2,50742.825952380954,53088.777265906334
T0,T0_TEST_1120,F0,3,92369.13732142856,96684.09483791515
T0,T0_TEST_1120,F0,4,27753.699384920626,29042.59117557238
T0,T0_TEST_1120,F0,5,24061.090248015866,25179.41196704404
T0,T0_TEST_1120,F0,6,35939.68291666667,37572.168259210885
T0,T0_TEST_1120,F0,7,41422.22258928566,43363.751128830656
T0,T0_TEST_1120,F0,8,10740.041289682536,11205.199677800112
T0,T0_TEST_1120,F0,9,10323.505892857132,10806.593406143285
T0,T0_TEST_1120,F0,10,11031.744742063505,11503.092249849164
T0,T0_TEST_1120,F0,11,25826.278591269966,27091.171041953436
T0,T0_TEST_1120,F0,12,60717.26029761906,63153.501123569906
T0,T0_TEST_1120,F0,13,48589.6074702381,50517.577126258984
T0,T0_TEST_1120,F0,14,42887.92968253962,44579.7523234066
T0,T0_TEST_1120,F0,15,32573.101081349178,34130.73647476715
T0,T0_TEST_1120,F0,16,45635.039057539674,47466.23569793401
T0,T0_TEST_1120,F0,17,66940.54825892861,69225.4984087089
T0,T0_TEST_1120,F0,18,58029.23348214283,60406.45435230374
T0,T0_TEST_1120,F0,19,29098.60967757938,30513.545268107424
T0,T0_TEST_1120,F0,20,18160.853244047645,19002.193210635967
T0,T0_TEST_1120,F0,21,18955.751874999987,19805.55143992667
T0,T0_TEST_1120,F0,22,36187.50141865082,37748.50473133431
T0,T0_TEST_1120,F0,23,26395.391676587256,27662.335034116564
T0,T0_TEST_1120,F1,0,39289.12226190477,41018.71420990676
T0,T0_TEST_1120,F1,1,18623.45786706347,19432.413313134944
T0,T0_TEST_1120,F1,2,50742.825952380954,53088.777265906334
T0,T0_TEST_1120,F1,3,92369.13732142856,96684.09483791515
