panel,kind,condition,component,variance,share_pct
ettm1,shape,STEP8_D33,origin,2.7828874060963556e-05,15.853463349277932
ettm1,shape,STEP8_D33,channel,7.984768533163262e-07,0.45487372221982214
ettm1,shape,STEP8_D33,seed:origin,5.4056771279617205e-05,30.794887367140525
ettm1,shape,STEP8_D33,seed:channel,8.862040202143679e-07,0.5048498521238696
ettm1,shape,STEP8_D33,origin:channel,2.8136810884128235e-05,16.028887806955947
ettm1,shape,STEP8_D33,seed:origin:channel,5.469783393211434e-05,31.16008587440641
ettm1,standard,BURST16,seed,1.1700369277064238e-07,0.08384093460807572
ettm1,standard,BURST16,origin,1.6731552131587296e-05,11.989270893405484
ettm1,standard,BURST16,channel,2.883455527194489e-07,0.20661878319917948
ettm1,standard,BURST16,seed:origin,2.9805265903393867e-05,21.357457105915874
ettm1,standard,BURST16,seed:channel,6.01084980772403e-07,0.430717401933833
ettm1,standard,BURST16,origin:channel,3.580989471837557e-05,25.660173369833363
ettm1,standard,BURST16,seed:origin:channel,5.6201228597883434e-05,40.271921511104196
ettm1,standard,BURST4,seed,2.0443373944260405e-08,0.03298020341228814
ettm1,standard,BURST4,origin,8.692917328654316e-06,14.02381928378876
ettm1,standard,BURST4,channel,1.9317261339993262e-07,0.31163506087515136
ettm1,standard,BURST4,seed:origin,1.4307613163698325e-05,23.081708223391463
ettm1,standard,BURST4,seed:channel,1.6379263711667053e-07,0.2642379141658028
ettm1,standard,BURST4,origin:channel,1.593628647925165e-05,25.70915990458496
ettm1,standard,BURST4,seed:origin:channel,2.2672578089455434e-05,36.57645940978159
ettm1,standard,BURST8,seed,1.318195140450078e-07,0.22952451709791516
ettm1,standard,BURST8,origin,6.696210783039665e-06,11.65946148032578
ettm1,standard,BURST8,channel,3.490397386078529e-08,0.06077489970460407
ettm1,standard,BURST8,seed:origin,1.3997541671426268e-05,24.372559829003034
ettm1,standard,BURST8,seed:channel,5.982609149007871e-08,0.10416936262128515
ettm1,standard,BURST8,origin:channel,1.2652954793928005e-05,22.031361289546954
ettm1,standard,BURST8,seed:origin:channel,2.385830460700612e-05,41.54214862170045
ettm1,standard,FAULT,seed,5.727800479062866e-09,0.015272753836090367
ettm1,standard,FAULT,origin,5.594793812050546e-06,14.918101454034916
ettm1,standard,FAULT,channel,5.991177297135926e-08,0.15975028526569934
ettm1,standard,FAULT,seed:origin,1.1717272594218394e-05,31.243235621773024
ettm1,standard,FAULT,seed:channel,7.310743202744781e-08,0.19493552839790956
ettm1,standard,FAULT,origin:channel,6.72174631661059e-06,17.923036463560088
ettm1,standard,FAULT,seed:origin:channel,1.3330830560876193e-05,35.545667893132276
ettm1,standard,POINT16,seed,7.489637703242015e-08,0.1318947823617381
ettm1,standard,POINT16,origin,7.447212035224099e-06,13.114765353234866
ettm1,standard,POINT16,channel,2.616171885986149e-08,0.04607157718372362
ettm1,standard,POINT16,seed:origin,1.657008207614976e-05,29.1804150713976
ettm1,standard,POINT16,seed:channel,5.176723375976233e-08,0.09116366239260859
ettm1,standard,POINT16,origin:channel,1.0495142305349191e-05,18.48226262827512
ettm1,standard,POINT16,seed:origin:channel,2.211968129027011e-05,38.95342692515434
ettm1,standard,POINT4,seed,2.6331036073962e-09,0.006450178585188439
ettm1,standard,POINT4,origin,6.4281177148685976e-06,15.746629608895999
ettm1,standard,POINT4,channel,8.57785290713247e-08,0.21012725429059434
ettm1,standard,POINT4,seed:origin,1.2727440135930882e-05,31.177756005670375
ettm1,standard,POINT4,seed:channel,1.148758312945046e-07,0.2814054201628081
ettm1,standard,POINT4,origin:channel,6.973049192234356e-06,17.081520243592863
ettm1,standard,POINT4,seed:origin:channel,1.4490286966271872e-05,35.49611128880217
ettm1,standard,POINT8,seed,4.815636553267357e-09,0.005301635318738135
ettm1,standard,POINT8,origin,1.1137686228111756e-05,12.261712449191627
ettm1,standard,POINT8,channel,2.520482569835183e-07,0.2774852143572926
ettm1,standard,POINT8,seed:origin,1.9915684938700245e-05,21.925595401554045
ettm1,standard,POINT8,seed:channel,2.6026772162656454e-07,0.28653419543605096
ettm1,standard,POINT8,origin:channel,2.218845070299301e-05,24.427730916539705
ettm1,standard,POINT8,seed:origin:channel,3.7074086959117646e-05,40.815640187602554
ettm1,standard,REFERENCE,seed,9.26763578601393e-09,0.019688438134616102
ettm1,standard,REFERENCE,origin,6.839023336345585e-06,14.52902239231712
ettm1,standard,REFERENCE,channel,1.1574073224320228e-07,0.24588301688165093
ettm1,standard,REFERENCE,seed:origin,1.4149463491757447e-05,30.05953654500433
ettm1,standard,REFERENCE,seed:channel,1.3409807896824567e-07,0.2848819043710747
ettm1,standard,REFERENCE,origin:channel,8.254462160510055e-06,17.536022275173117
ettm1,standard,REFERENCE,seed:origin:channel,1.756940712860181e-05,37.324965428118084
ettm1,standard,SHIFT4,seed,1.907270217657575e-06,0.5344407994377238
ettm1,standard,SHIFT4,origin,4.5359975176029294e-05,12.71042832374619
ettm1,standard,SHIFT4,channel,8.718352267845708e-07,0.2442990569804878
ettm1,standard,SHIFT4,seed:origin,7.070126743074637e-05,19.811373101266714
ettm1,standard,SHIFT4,seed:channel,6.166927642935452e-07,0.17280497063561592
ettm1,standard,SHIFT4,origin:channel,9.411589388802977e-05,26.372442197042265
ettm1,standard,SHIFT4,seed:origin:channel,0.00014329918652376445,40.154211550890984
ettm1,standard,SHIFT8,seed,5.117975254599492e-06,1.4349161128195693
ettm1,standard,SHIFT8,origin,4.3303360340738126e-05,12.140873372983819
ettm1,standard,SHIFT8,channel,8.527382000314371e-07,0.23908044145821486
ettm1,standard,SHIFT8,seed:origin,8.15990467324349e-05,22.87775558153819
ettm1,standard,SHIFT8,seed:channel,1.572171003128766e-06,0.44078632511358445
ettm1,standard,SHIFT8,origin:channel,7.885456361577157e-05,22.108290539298615
ettm1,standard,SHIFT8,seed:origin:channel,0.00014537432314674423,40.758297626788
ettm1,standard,SHIFT_POINT,seed,1.140023946921184e-06,0.3789836917696308
ettm1,standard,SHIFT_POINT,origin,3.0120452604214876e-05,10.013088195687468
ettm1,standard,SHIFT_POINT,channel,7.38898782679094e-07,0.245635707267445
ettm1,standard,SHIFT_POINT,seed:origin,4.480808407732152e-05,14.89576878679492
ettm1,standard,SHIFT_POINT,seed:channel,5.350837693798064e-07,0.17788049353983312
ettm1,standard,SHIFT_POINT,origin:channel,9.134900129672164e-05,30.36759170225905
ettm1,standard,SHIFT_POINT,seed:origin:channel,0.00013211927447857053,43.92105142268166
