source,arm,seed,condition,origin,channel,history_subset,nmae,mae,normalized_mse,pinball,crossing
electricity,C1,81552,POINT8,24953,1,False,0.11024700933842702,3.0445582270622253,0.019298609772128657,0.08856713826615976,0.0
electricity,C1,81552,POINT8,24953,2,False,0.008912429319900791,0.5596067234873772,0.00027105823650980644,0.007596982245227282,0.001953125
electricity,C1,81552,POINT8,24953,3,False,0.31497460367824104,44.64419460296631,0.20103900713352013,0.24897745248442335,0.0
electricity,C1,81552,POINT8,25000,0,False,0.06756261859230503,1.632036503404379,0.009343238420756204,0.05375700512103335,0.0
electricity,C1,81552,POINT8,25000,1,False,0.08583897829120031,2.3705111742019653,0.013621907657306535,0.07837348323785917,0.0
electricity,C1,81552,POINT8,25000,2,False,0.011761030209296284,0.7384688667953014,0.0006868799510271682,0.010737921463867756,0.0
electricity,C1,81552,POINT8,25000,3,False,0.34197439072115177,48.471118211746216,0.24187327457581637,0.2761694884239085,0.0
electricity,C1,81552,POINT8,25040,0,False,0.08578010694765967,2.0720965042710304,0.01289841413349096,0.06559086858131528,0.0
electricity,C1,81552,POINT8,25040,1,True,0.08994273839512021,2.483839750289917,0.01594286349468567,0.07461275682694442,0.0
electricity,C1,81552,POINT8,25040,2,False,0.005797357339805279,0.3640130013227463,6.374664927707069e-05,0.004876495353517108,0.0
electricity,C1,81552,POINT8,25040,3,False,0.3317509727464636,47.02206087112427,0.19642957355086943,0.2563824979698585,0.0
electricity,C1,81552,POINT8,25056,0,False,0.15545197395975857,3.7550838217139244,0.400491584896818,0.13549003727925163,0.0
electricity,C1,81552,POINT8,25056,1,False,0.06248436203469443,1.7255550026893616,0.00637093213276644,0.05645764020760364,0.0
electricity,C1,81552,POINT8,25056,2,False,0.0051911303859521404,0.3259483315050602,6.0449201582205264e-05,0.004462639139382227,0.0
electricity,C1,81552,POINT8,25056,3,True,0.23991806902078755,34.005754232406616,0.1169117587568831,0.1901459688538542,0.0
electricity,C1,81552,POINT8,25105,0,False,0.15378490416417384,3.7148142345249653,0.36690417414112475,0.13608582914045292,0.0
electricity,C1,81552,POINT8,25105,1,False,0.08356380574650576,2.3076804876327515,0.01195654705535527,0.06687774640748503,0.0
electricity,C1,81552,POINT8,25105,2,False,0.00682042002285183,0.4282505661249161,0.00015738812030496006,0.005712497578715919,0.0
electricity,C1,81552,POINT8,25105,3,False,0.221592310041334,31.408278942108154,0.10051415315037247,0.17737609955148037,0.0
electricity,C1,81552,POINT8,25158,0,False,0.06339628989186444,1.5313950441777706,0.006282805128644728,0.051602791903356274,0.0
electricity,C1,81552,POINT8,25158,1,False,0.12945269977932228,3.5749385356903076,0.02485857989971542,0.09520216885049168,0.0
electricity,C1,81552,POINT8,25158,2,False,0.013094526931911887,0.8221984207630157,0.0006865664823192514,0.01158186400941015,0.0
electricity,C1,81552,POINT8,25158,3,False,0.27058500248839623,38.352455615997314,0.13556249140064563,0.2124478768777698,0.001953125
electricity,C1,81552,POINT8,25183,0,False,0.07378276569600559,1.7822898142039776,0.009044794440227901,0.05412699222084984,0.0
electricity,C1,81552,POINT8,25183,1,False,0.12541892429747883,3.463542640209198,0.026647501308058708,0.09553753050703054,0.0048828125
